Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
1037,1.35,Clear,High,Evening,Bike,23,0,42.1
1038,1.47,Clear,Low,Evening,Bike,24,1,47.2
1039,1.61,Clear,Low,Morning,Bike,8,1,19.6
1040,3.77,Rainy,Low,Evening,Scooter,21,0,41.5
1041,0.24,Clear,Medium,Afternoon,Scooter,17,0,24.3
1042,1.28,Snowy,Low,Morning,Scooter,13,0,31.9
1043,2.02,Foggy,Low,Night,Bike,16,1,28.6
1044,0.44,Clear,Low,Morning,Bike,26,1,40.8
1045,1.99,Snowy,Medium,Evening,Bike,21,0,50.8
1046,0.52,Snowy,Low,Evening,Car,20,1,31.4
1047,3.37,Clear,Low,Afternoon,Bike,10,0,14.8
1048,1.15,Clear,Low,Morning,Car,21,0,30.8
1049,2.14,Rainy,High,Morning,Bike,23,1,54.8
1050,2.51,Clear,Low,Afternoon,Car,30,1,36.0
1051,1.29,Clear,Medium,Morning,Scooter,24,1,35.5
1052,1.47,Clear,Medium,Afternoon,Car,10,0,19.5
1053,2.09,Foggy,Low,Afternoon,Scooter,29,0,40.5
1054,3.24,Rainy,Low,Morning,Scooter,24,0,46.9
1055,1.87,Foggy,High,Afternoon,Scooter,6,1,29.0
1056,2.01,Foggy,Medium,Morning,Bike,22,1,43.5
1057,2.42,Clear,Medium,Afternoon,Car,15,0,33.5
1058,1.76,Rainy,Medium,Night,Scooter,20,1,39.6
1059,2.93,Clear,Low,Afternoon,Bike,14,0,23.6
1060,0.12,Clear,High,Night,Bike,22,0,40.8
1061,1.98,Rainy,High,Afternoon,Scooter,12,1,37.9
1062,3.7,Clear,Low,Morning,Car,25,1,38.0
1063,2.5,Rainy,High,Morning,Scooter,10,0,41.6
1064,2.0,Foggy,Medium,Morning,Bike,8,0,34.1
1065,3.11,Rainy,Low,Evening,Scooter,11,1,33.0
1066,1.63,Rainy,High,Afternoon,Bike,16,0,46.8
1067,1.92,Rainy,Medium,Evening,Bike,21,1,49.9
1068,0.86,Clear,High,Afternoon,Car,17,0,25.6
1069,0.58,Clear,Medium,Evening,Bike,17,0,29.1
1070,0.2,Clear,Medium,Morning,Bike,26,1,39.5
1071,2.95,Clear,Low,Morning,Bike,19,0,34.7
1072,1.93,Clear,High,Night,Bike,18,0,38.0
1073,3.76,Snowy,Medium,Evening,Bike,16,0,47.2
1074,0.79,Clear,High,Evening,Bike,31,0,55.5
1075,1.05,Clear,Medium,Morning,Bike,14,0,29.7
1076,2.59,Clear,Low,Night,Car,12,1,10.0
1077,0.31,Clear,Low,Morning,Bike,18,0,24.6
1078,2.06,Rainy,Medium,Afternoon,Car,21,0,36.7
1079,0.58,Rainy,Low,Morning,Scooter,8,1,20.9
1080,0.73,Foggy,Low,Morning,Bike,26,0,45.3
1081,2.1,Rainy,Low,Afternoon,Bike,14,0,32.9
1082,2.32,Clear,Medium,Afternoon,Bike,20,0,31.1
1083,0.93,Snowy,Medium,Afternoon,Scooter,12,1,35.8
1084,1.16,Clear,High,Morning,Scooter,26,1,45.4
1085,1.21,Clear,Low,Night,Bike,15,0,23.9
1086,0.65,Clear,High,Evening,Bike,12,0,35.8
1087,3.87,Foggy,Low,Night,Bike,7,0,24.0
1088,2.8,Clear,High,Morning,Scooter,15,0,40.9
1089,0.53,Clear,Medium,Evening,Bike,16,1,26.7
1090,1.49,Rainy,Low,Evening,Scooter,8,1,27.7
1091,0.77,Clear,Low,Afternoon,Scooter,19,0,23.3
1092,1.01,Foggy,Medium,Afternoon,Scooter,17,0,33.3
1093,3.76,Clear,Medium,Evening,Bike,18,1,43.3
1094,0.63,Clear,Low,Morning,Bike,11,0,21.1
1095,3.53,Clear,High,Morning,Bike,16,1,49.0
1096,3.38,Rainy,Low,Morning,Car,31,1,46.7
1097,3.0,Clear,Medium,Afternoon,Bike,15,1,30.0
1098,2.04,Clear,High,Morning,Bike,24,1,50.3
1099,1.11,Clear,Medium,Morning,Bike,11,1,24.7
1100,3.34,Windy,Medium,Evening,Scooter,11,1,31.0
1101,3.35,Windy,High,Morning,Scooter,34,1,62.6
1102,2.15,Foggy,Low,Night,Scooter,20,0,33.9
1103,0.29,Clear,High,Morning,Scooter,21,1,38.9
1104,0.85,Windy,High,Night,Car,16,0,30.2
1105,0.32,Foggy,Low,Afternoon,Car,23,1,27.1
1106,0.8,Foggy,Medium,Evening,Bike,28,0,48.8
1107,2.08,Clear,Medium,Evening,Bike,10,1,29.7
1108,3.43,Clear,High,Afternoon,Car,12,1,29.1
1109,2.65,Clear,High,Afternoon,Scooter,26,0,42.9
1110,2.44,Windy,Medium,Morning,Car,10,1,24.5
1111,3.02,Clear,Medium,Afternoon,Bike,15,1,27.5
1112,2.6,Clear,Medium,Evening,Car,10,0,29.0
1113,1.83,Clear,Medium,Evening,Bike,16,0,38.2
1114,3.28,Rainy,High,Evening,Scooter,17,1,44.9
1115,1.31,Clear,Medium,Afternoon,Bike,12,1,28.2
1116,3.72,Snowy,Low,Evening,Bike,10,0,38.3
1117,0.55,Foggy,High,Evening,Bike,16,0,40.3
1118,2.59,Foggy,Low,Morning,Bike,18,1,34.9
1119,2.05,Clear,Low,Evening,Bike,22,1,35.5
1120,1.76,Rainy,Medium,Morning,Car,22,1,44.5
1121,1.78,Rainy,Medium,Afternoon,Car,10,1,28.1
1122,0.26,Rainy,Medium,Evening,Car,17,0,33.0
1123,3.03,Clear,Medium,Night,Car,25,0,39.0
1124,1.47,Clear,Medium,Afternoon,Car,19,0,27.7
1125,1.96,Clear,Medium,Afternoon,Car,26,0,34.1
1126,3.41,Rainy,Medium,Night,Bike,30,0,59.4
1127,2.35,Clear,Medium,Morning,Bike,15,0,36.6
1128,3.42,Clear,High,Evening,Car,11,0,36.1
1129,0.63,Clear,Medium,Morning,Bike,10,1,23.5
1130,1.2,Rainy,Medium,Morning,Scooter,11,0,31.1
1131,0.99,Clear,High,Evening,Scooter,21,0,43.6
1132,3.56,Windy,Medium,Afternoon,Bike,11,0,33.0
1133,3.15,Rainy,Low,Afternoon,Bike,30,0,49.3
1134,3.35,Clear,High,Morning,Scooter,21,1,42.6
1135,2.32,Rainy,Low,Afternoon,Scooter,30,1,44.1
1136,0.96,Clear,Medium,Morning,Bike,19,0,33.9
1137,1.57,Windy,Low,Morning,Scooter,13,1,26.0
1138,2.25,Clear,Low,Morning,Bike,12,0,24.0
1139,0.17,Foggy,Medium,Evening,Bike,23,0,43.7
1140,2.59,Clear,Medium,Evening,Scooter,5,0,27.4
1141,3.43,Rainy,Medium,Morning,Bike,26,0,57.6
1142,1.37,Rainy,High,Morning,Car,8,0,33.0
1143,2.75,Windy,Medium,Evening,Bike,20,1,47.0
1144,1.99,Rainy,Medium,Afternoon,Car,16,1,30.6
1145,0.12,Clear,Low,Morning,Car,20,1,20.7
1146,1.21,Clear,High,Afternoon,Car,24,1,37.0
1147,2.16,Clear,Medium,Afternoon,Scooter,11,0,27.0
1148,2.93,Rainy,Medium,Evening,Scooter,29,0,57.6
1149,1.67,Clear,Low,Morning,Scooter,19,0,27.2
1150,0.83,Clear,Low,Night,Scooter,16,0,19.0
1151,0.34,Snowy,Low,Evening,Bike,31,1,52.4
1152,2.89,Snowy,High,Evening,Bike,24,1,69.0
1153,1.52,Clear,Medium,Afternoon,Bike,12,0,26.6
1154,2.62,Rainy,Medium,Afternoon,Scooter,10,0,34.9
1155,0.96,Clear,Medium,Afternoon,Bike,28,0,42.9
1156,3.04,Rainy,Medium,Afternoon,Scooter,19,0,43.2
1157,1.44,Clear,Low,Morning,Bike,17,1,32.6
1158,0.3,Rainy,Low,Afternoon,Bike,10,0,24.2
1159,2.09,Foggy,Medium,Evening,Scooter,18,1,38.9
1160,2.95,Foggy,Low,Afternoon,Car,14,0,24.9
1161,3.74,Clear,Medium,Evening,Bike,13,1,37.7
1162,3.89,Windy,Low,Morning,Car,16,1,34.5
1163,1.88,Clear,Medium,Evening,Bike,8,1,31.5
1164,2.49,Clear,Low,Afternoon,Bike,19,1,33.5
1165,2.27,Rainy,Medium,Evening,Bike,20,1,46.0
1166,2.18,Clear,High,Afternoon,Bike,21,0,42.1
1167,0.55,Snowy,High,Morning,Bike,8,1,38.1
1168,2.72,Snowy,High,Morning,Bike,12,0,50.4
1169,3.86,Clear,High,Evening,Scooter,23,0,52.3
1170,0.59,Windy,Medium,Evening,Scooter,19,1,33.0
1171,1.32,Clear,Low,Afternoon,Bike,7,1,14.8
1172,0.4,Rainy,Medium,Night,Car,22,0,37.8
1173,1.67,Clear,High,Afternoon,Scooter,16,0,32.7
1174,1.98,Windy,Medium,Evening,Bike,14,1,36.2
1175,1.5,Clear,Medium,Evening,Bike,23,1,45.0
1176,1.96,Clear,Low,Night,Bike,15,0,25.4
1177,3.23,Clear,Medium,Afternoon,Car,17,0,27.9
1178,0.93,Windy,Low,Afternoon,Bike,26,1,36.7
1179,3.06,Snowy,Medium,Morning,Bike,12,0,46.0
1180,3.19,Foggy,Low,Afternoon,Bike,19,0,44.5
1181,2.37,Snowy,High,Morning,Bike,11,0,52.8
1182,1.33,Snowy,Low,Afternoon,Bike,31,1,58.9
1183,3.75,Rainy,Medium,Afternoon,Scooter,15,1,34.5
1184,1.52,Clear,Medium,Afternoon,Car,28,0,41.5
1185,0.29,Foggy,Medium,Morning,Bike,16,0,42.3
1186,0.63,Rainy,Medium,Afternoon,Bike,25,1,44.9
1187,3.58,Clear,Low,Morning,Bike,23,0,39.7
1188,0.68,Clear,Medium,Evening,Bike,13,1,32.1
1189,1.84,Foggy,Medium,Afternoon,Scooter,20,0,36.1
1190,2.8,Clear,Medium,Evening,Car,13,1,25.1
1191,2.34,Windy,High,Evening,Scooter,7,0,28.9
1192,2.65,Clear,Medium,Afternoon,Bike,14,0,27.3
1193,1.46,Clear,Medium,Afternoon,Car,22,0,31.9
1194,2.68,Snowy,Low,Evening,Car,12,0,33.9
1195,0.14,Clear,Medium,Evening,Bike,20,0,33.4
1196,1.13,Clear,High,Afternoon,Car,23,1,38.3
1197,0.58,Rainy,Medium,Evening,Scooter,15,1,36.1
1198,1.88,Snowy,Low,Morning,Scooter,11,0,32.2
1199,0.67,Clear,Low,Evening,Bike,19,1,31.9
1200,2.23,Clear,High,Afternoon,Bike,11,1,34.0
1201,0.8,Foggy,Low,Morning,Scooter,6,0,22.8
1202,1.72,Windy,Low,Morning,Bike,11,0,29.7
1203,0.39,Rainy,Low,Afternoon,Car,14,1,17.5
1204,1.82,Clear,Low,Afternoon,Bike,21,1,35.9
1205,3.25,Clear,Low,Evening,Bike,15,0,29.3
1206,1.34,Clear,Low,Afternoon,Scooter,28,0,32.9
1207,2.85,Clear,Low,Night,Scooter,23,1,38.3
1208,1.76,Rainy,Medium,Evening,Bike,32,1,59.7
1209,1.01,Clear,Medium,Morning,Scooter,21,1,32.2
1210,1.28,Rainy,Medium,Afternoon,Scooter,8,0,26.8
1211,1.28,Rainy,Medium,Night,Scooter,12,0,31.4
1212,3.0,Rainy,Low,Afternoon,Bike,14,1,33.6
1213,0.88,Clear,Medium,Morning,Scooter,22,0,34.4
1214,3.91,Snowy,Low,Night,Scooter,20,1,36.2
1215,2.78,Foggy,Low,Afternoon,Scooter,13,1,22.0
1216,1.66,Foggy,Low,Evening,Scooter,22,0,34.3
1217,3.99,Clear,Low,Night,Bike,14,1,32.1
1218,0.94,Clear,Medium,Afternoon,Bike,21,1,30.8
1219,3.08,Windy,Medium,Afternoon,Bike,15,0,37.2
1220,1.16,Clear,Low,Night,Bike,13,1,25.1
1221,2.22,Clear,High,Morning,Scooter,18,0,42.8
1222,0.31,Rainy,Low,Afternoon,Scooter,32,0,45.9
1223,3.4,Rainy,Low,Evening,Car,20,0,36.7
1224,1.53,Windy,Low,Afternoon,Scooter,15,0,25.3
1225,2.38,Clear,Low,Afternoon,Scooter,18,0,28.7
1226,3.72,Windy,Low,Afternoon,Scooter,17,1,32.4
1227,0.22,Clear,Low,Afternoon,Bike,8,1,16.6
1228,3.88,Rainy,Medium,Afternoon,Scooter,21,1,40.4
1229,2.15,Rainy,Medium,Morning,Bike,13,1,42.1
1230,3.14,Clear,Medium,Evening,Bike,18,0,42.4
1231,1.94,Clear,Low,Morning,Car,10,1,17.2
1232,3.28,Clear,Low,Afternoon,Scooter,24,1,30.8
1233,3.53,Windy,Medium,Afternoon,Bike,7,0,31.1
1234,1.59,Rainy,Medium,Evening,Scooter,15,0,34.5
1235,2.92,Windy,Low,Morning,Car,16,1,27.5
1236,3.99,Snowy,Medium,Evening,Bike,23,0,60.6
1237,3.05,Clear,High,Evening,Car,31,1,56.2
1238,3.83,Foggy,Medium,Night,Car,13,1,33.3
1239,2.97,Clear,Medium,Afternoon,Scooter,11,0,24.2
1240,1.39,Clear,Medium,Evening,Bike,20,0,35.7
1241,3.33,Snowy,Medium,Afternoon,Bike,13,0,40.0
1242,2.7,Foggy,Medium,Morning,Bike,8,1,38.2
1243,0.23,Clear,Medium,Morning,Bike,13,0,30.1
1244,0.77,Rainy,Medium,Afternoon,Scooter,13,0,29.4
1245,1.12,Rainy,Medium,Afternoon,Car,19,0,35.0
1246,3.0,Snowy,Low,Morning,Bike,17,0,45.7
1247,3.21,Rainy,Medium,Morning,Bike,15,1,41.4
1248,3.32,Clear,Medium,Evening,Bike,14,1,35.2
1249,0.36,Clear,Medium,Morning,Bike,14,1,32.1
1250,0.38,Clear,High,Evening,Scooter,26,0,45.6
1251,1.27,Rainy,Low,Evening,Car,17,1,33.5
1252,2.76,Snowy,High,Night,Bike,26,1,61.7
1253,3.38,Clear,High,Morning,Bike,33,0,60.1
1254,3.49,Clear,Medium,Morning,Scooter,18,1,27.1
1255,0.91,Clear,Low,Morning,Bike,28,1,40.0
1256,3.09,Foggy,Medium,Morning,Car,12,1,30.1
1257,2.6,Snowy,High,Afternoon,Car,15,0,44.2
1258,3.71,Clear,Low,Evening,Bike,21,1,43.3
1259,3.11,Clear,Medium,Morning,Scooter,13,1,28.2
1260,2.16,Rainy,High,Night,Scooter,19,1,46.1
1261,3.15,Clear,High,Afternoon,Bike,27,1,53.9
1262,1.3,Snowy,High,Morning,Bike,31,0,66.9
1263,3.17,Clear,Medium,Morning,Car,18,0,36.0
1264,3.15,Clear,Medium,Afternoon,Bike,22,1,34.1
1265,3.44,Windy,Medium,Afternoon,Scooter,20,0,38.8
1266,1.05,Clear,Low,Night,Bike,16,0,24.3
1267,3.41,Clear,Low,Morning,Bike,15,0,35.7
1268,0.76,Clear,Medium,Afternoon,Car,20,1,30.0
1269,3.11,Clear,Low,Morning,Scooter,15,1,25.7
1270,3.73,Clear,Medium,Evening,Scooter,23,1,36.9
1271,0.24,Clear,Low,Afternoon,Bike,11,0,12.7
1272,2.54,Clear,High,Afternoon,Car,22,0,43.8
1273,2.67,Clear,Low,Morning,Bike,18,1,33.0
1274,3.28,Rainy,Medium,Morning,Scooter,10,1,31.3
1275,0.5,Rainy,Medium,Afternoon,Bike,25,1,40.5
1276,3.65,Clear,Medium,Morning,Scooter,19,0,39.7
1277,3.98,Clear,Low,Evening,Scooter,22,0,37.1
1278,2.72,Rainy,Low,Morning,Bike,11,1,38.4
1279,1.78,Snowy,Medium,Morning,Scooter,12,1,37.1
1280,2.58,Snowy,High,Afternoon,Bike,26,0,60.8
1281,0.31,Clear,Low,Morning,Scooter,17,1,23.0
1282,3.04,Clear,High,Evening,Scooter,14,0,41.1
1283,0.37,Clear,Low,Afternoon,Car,18,0,24.1
1284,1.36,Clear,High,Morning,Bike,16,1,43.2
1285,0.64,Rainy,Medium,Afternoon,Bike,31,1,56.7
1286,2.93,Clear,Medium,Evening,Bike,13,1,36.5
1287,2.42,Clear,High,Afternoon,Bike,18,1,36.0
1288,2.83,Clear,High,Afternoon,Scooter,15,1,32.2
1289,0.35,Rainy,Low,Afternoon,Bike,12,0,28.2
1290,1.54,Clear,Medium,Evening,Bike,21,1,39.1
1291,1.68,Snowy,Medium,Afternoon,Bike,11,1,36.1
1292,2.45,Clear,Low,Afternoon,Scooter,14,1,18.4
1293,0.5,Windy,High,Evening,Scooter,17,1,42.8
1294,2.62,Clear,Medium,Morning,Bike,16,1,41.8
1295,1.64,Snowy,Medium,Morning,Car,28,1,50.3
1296,3.63,Windy,Low,Morning,Bike,21,1,40.7
1297,1.85,Windy,Low,Morning,Scooter,10,0,26.9
1298,0.5,Snowy,Low,Night,Bike,12,0,32.2
1299,0.5,Foggy,Low,Night,Car,19,1,19.6
1300,1.09,Rainy,High,Morning,Bike,13,1,45.8
1301,1.04,Foggy,Medium,Night,Car,13,1,27.2
1302,3.21,Clear,Low,Afternoon,Scooter,32,0,41.6
1303,2.92,Rainy,Low,Evening,Scooter,22,0,38.8
1304,0.4,Rainy,Low,Night,Scooter,15,0,22.3
1305,3.42,Snowy,High,Afternoon,Bike,8,1,33.6
1306,0.47,Clear,Low,Evening,Bike,24,1,32.5
1307,3.16,Clear,Low,Morning,Car,19,1,23.4
1308,0.54,Rainy,Medium,Morning,Scooter,15,1,33.0
1309,1.57,Clear,Low,Afternoon,Bike,18,0,28.7
1310,3.03,Clear,Medium,Morning,Bike,27,1,45.6
1311,1.09,Clear,Medium,Morning,Bike,9,0,31.4
1312,0.54,Clear,Low,Morning,Scooter,22,1,34.5
1313,3.17,Clear,Low,Evening,Scooter,26,0,39.7
1314,2.79,Clear,High,Evening,Scooter,18,0,44.0
1315,3.58,Clear,Low,Night,Bike,30,0,39.0
1316,2.6,Clear,High,Evening,Car,13,1,34.7
1317,0.39,Clear,Medium,Afternoon,Bike,22,0,30.6
1318,2.59,Rainy,Low,Evening,Bike,16,0,33.5
1319,3.31,Clear,High,Evening,Car,16,1,34.9
1320,0.43,Windy,Low,Morning,Scooter,20,0,29.5
1321,0.63,Windy,High,Morning,Scooter,20,1,41.7
1322,2.74,Clear,Low,Afternoon,Car,16,0,21.8
1323,3.19,Clear,Medium,Afternoon,Bike,16,0,31.5
1324,1.48,Rainy,Low,Evening,Bike,17,1,37.0
1325,2.97,Snowy,Medium,Afternoon,Bike,33,0,59.4
1326,0.75,Rainy,Medium,Afternoon,Bike,24,0,45.0
1327,1.83,Snowy,Medium,Morning,Scooter,16,1,40.7
1328,3.02,Rainy,Medium,Evening,Scooter,15,1,34.6
1329,0.88,Rainy,Medium,Afternoon,Bike,27,1,45.3
1330,1.46,Clear,High,Afternoon,Scooter,23,0,41.8
1331,2.55,Foggy,Medium,Morning,Bike,21,0,50.1
1332,1.45,Clear,High,Morning,Bike,22,0,43.5
1333,3.51,Rainy,Low,Evening,Bike,9,0,31.4
1334,3.83,Snowy,Medium,Morning,Scooter,10,0,39.1
1335,2.6,Clear,Medium,Morning,Bike,15,1,39.6
1336,3.15,Rainy,High,Afternoon,Car,17,0,44.3
1337,3.64,Clear,Low,Evening,Car,22,0,30.2
1338,2.84,Foggy,High,Morning,Scooter,24,1,54.1
1339,3.12,Clear,Medium,Evening,Scooter,27,1,49.1
1340,0.41,Windy,Low,Morning,Scooter,14,0,24.6
1341,3.31,Clear,Low,Evening,Car,23,1,31.4
1342,1.17,Windy,High,Afternoon,Scooter,33,0,55.1
1343,0.38,Foggy,Medium,Afternoon,Bike,13,0,31.4
1344,2.4,Rainy,High,Morning,Bike,10,0,43.5
1345,0.98,Foggy,Medium,Afternoon,Car,27,1,42.2
1346,0.41,Foggy,High,Afternoon,Bike,11,1,34.3
1347,2.48,Windy,Low,Evening,Scooter,22,1,36.1
1348,0.48,Clear,Low,Night,Car,16,1,19.0
1349,3.56,Rainy,Medium,Morning,Bike,15,0,44.3
1350,3.88,Clear,High,Morning,Bike,29,0,56.1
1351,2.98,Rainy,Medium,Afternoon,Bike,15,1,40.9
1352,1.22,Clear,Low,Evening,Bike,16,0,33.4
1353,2.29,Rainy,Low,Evening,Scooter,7,0,18.2
1354,0.22,Rainy,Low,Morning,Bike,12,0,31.7
1355,2.52,Clear,Low,Morning,Bike,15,0,30.6
1356,1.13,Rainy,Low,Morning,Scooter,21,1,34.3
1357,1.87,Foggy,Low,Morning,Bike,9,0,26.2
1358,0.8,Foggy,Low,Night,Bike,15,1,29.9
1359,3.95,Rainy,Low,Morning,Bike,15,0,42.7
1360,0.91,Rainy,Low,Afternoon,Scooter,24,0,31.9
1361,1.73,Windy,High,Morning,Bike,14,1,43.1
1362,1.09,Clear,Low,Evening,Bike,27,0,43.5
1363,2.21,Clear,Medium,Afternoon,Bike,29,0,48.0
1364,3.63,Clear,Low,Morning,Scooter,13,0,22.0
1365,0.74,Rainy,Medium,Morning,Scooter,16,0,38.6
1366,0.65,Clear,Medium,Afternoon,Bike,22,0,31.7
1367,0.39,Foggy,Low,Morning,Scooter,14,1,25.9
1368,2.4,Rainy,Low,Morning,Scooter,25,0,41.0
1369,2.45,Clear,Low,Night,Car,31,0,37.6
1370,3.3,Snowy,High,Evening,Scooter,20,0,53.3
1371,3.36,Foggy,Medium,Afternoon,Scooter,12,0,29.3
1372,0.5,Clear,Medium,Morning,Bike,6,0,24.0
1373,3.65,Clear,Medium,Morning,Bike,16,0,40.4
1374,3.33,Clear,Medium,Evening,Car,13,0,32.8
1375,2.62,Clear,Low,Afternoon,Bike,23,0,33.2
1376,1.45,Clear,Low,Morning,Bike,17,0,25.6
1377,3.01,Windy,Low,Afternoon,Scooter,20,0,33.7
1378,2.52,Clear,Medium,Afternoon,Car,20,0,35.9
1379,1.48,Clear,Low,Evening,Bike,8,0,19.5
1380,0.15,Foggy,Medium,Evening,Car,22,0,38.8
1381,2.41,Rainy,Low,Evening,Bike,25,0,46.4
1382,2.35,Windy,Low,Afternoon,Car,17,1,30.4
1383,0.7,Foggy,Medium,Morning,Car,19,0,34.0
1384,3.63,Clear,High,Afternoon,Scooter,12,0,33.8
1385,0.72,Clear,Low,Evening,Car,21,1,19.9
1386,1.22,Windy,Medium,Night,Car,29,0,45.4
1387,1.55,Foggy,Low,Night,Car,22,1,28.2
1388,2.76,Windy,Low,Morning,Scooter,7,1,25.4
1389,0.42,Clear,Medium,Evening,Bike,15,1,29.3
1390,2.84,Snowy,Medium,Evening,Bike,30,0,62.0
1391,1.72,Rainy,Low,Evening,Bike,21,0,39.4
1392,0.81,Clear,High,Afternoon,Scooter,15,0,28.0
1393,0.54,Rainy,Low,Morning,Bike,20,0,37.3
1394,1.71,Rainy,Low,Afternoon,Car,12,1,21.7
1395,1.84,Clear,Low,Night,Bike,28,0,37.0
1396,0.64,Clear,Low,Night,Bike,16,0,18.8
1397,1.98,Snowy,Medium,Morning,Bike,13,0,44.2
1398,2.06,Clear,Medium,Night,Bike,10,1,20.1
1399,3.93,Clear,High,Morning,Bike,8,1,37.0
1400,2.88,Clear,High,Evening,Scooter,20,1,39.0
1401,0.15,Clear,High,Morning,Bike,21,0,46.0
1402,1.96,Windy,Medium,Evening,Scooter,21,1,43.4
1403,0.18,Foggy,Low,Morning,Bike,15,1,31.6
1404,2.09,Clear,Low,Morning,Scooter,24,1,32.6
1405,1.42,Windy,Medium,Morning,Scooter,25,0,40.9
1406,3.62,Snowy,Medium,Night,Bike,20,0,49.2
1407,2.02,Clear,Low,Evening,Bike,20,0,34.3
1408,3.41,Snowy,Low,Afternoon,Car,13,0,31.9
1409,2.38,Clear,Low,Afternoon,Scooter,26,1,33.8
1410,1.65,Windy,Medium,Evening,Bike,10,0,26.5
1411,1.0,Rainy,Low,Morning,Scooter,24,1,40.6
1412,0.81,Rainy,Medium,Morning,Bike,16,0,41.9
1413,3.2,Clear,Medium,Evening,Bike,10,1,30.1
1414,3.54,Snowy,Low,Night,Bike,9,1,29.3
1415,1.36,Clear,Medium,Morning,Scooter,32,1,46.6
1416,2.03,Clear,High,Afternoon,Bike,19,1,41.4
1417,1.22,Clear,Low,Afternoon,Scooter,17,1,17.8
1418,1.88,Foggy,Medium,Afternoon,Bike,28,0,49.3
1419,3.49,Clear,Medium,Morning,Bike,17,0,41.2
1420,0.64,Windy,Low,Night,Bike,25,1,37.4
1421,1.24,Rainy,Medium,Evening,Bike,26,1,50.8
1422,2.81,Clear,Medium,Evening,Car,23,0,33.1
1423,1.31,Clear,Low,Afternoon,Scooter,10,0,15.6
1424,0.42,Clear,Medium,Morning,Bike,30,1,41.3
1425,1.56,Rainy,Low,Afternoon,Bike,20,0,33.9
1426,2.74,Snowy,Low,Afternoon,Bike,16,0,34.0
1427,3.94,Clear,Medium,Afternoon,Car,23,1,38.5
1428,3.58,Snowy,Low,Afternoon,Scooter,10,1,26.0
1429,2.29,Clear,Low,Evening,Car,12,1,23.4
1430,3.13,Foggy,Low,Morning,Bike,21,1,38.8
1431,2.33,Windy,Medium,Morning,Scooter,20,1,33.5
1432,2.03,Foggy,Low,Afternoon,Scooter,18,1,27.8
1433,0.77,Foggy,Medium,Afternoon,Scooter,21,1,31.1
1434,1.24,Snowy,Low,Afternoon,Bike,30,1,52.1
1435,1.86,Clear,Medium,Evening,Bike,11,0,29.1
1436,3.94,Clear,High,Evening,Bike,15,1,48.5
1437,2.47,Clear,Medium,Afternoon,Car,14,0,24.5
1438,3.79,Rainy,High,Afternoon,Bike,29,1,62.8
1439,1.11,Foggy,High,Evening,Scooter,12,0,35.9
1440,0.37,Rainy,Low,Morning,Car,16,1,34.3
1441,3.92,Snowy,Medium,Afternoon,Scooter,27,0,50.2
1442,1.39,Clear,Medium,Afternoon,Bike,21,0,26.9
